Symbol,CompanyName,Sector,PE_Ratio,EPS,ROE,DebtToEquity,Price,YearHigh,YearLow,AvgVolume,Volatality
APA,APA Corporation,Energy,-0.9867878933261551,-0.7655682630764992,-0.233803101022951,-0.32032608140500274,-1.4952356391597557,-1.3824483492828934,-1.3806572101935544,-0.1161083193826981,0.0011978975369698651
APO,"Apollo Global Management, Inc.",Financial Services,-0.26291317771281086,-0.33491837577521755,-0.3651993485212084,-0.05889690204567527,-0.5039830599504332,-0.13130194290571248,-0.37930879217709457,-0.36510290869864986,-0.49209362174945637
AAPL,Apple Inc.,Technology,0.503881155534395,-0.12220871484098134,4.359491569993881,0.3268695467198612,0.818813103444286,0.4412164145034715,0.3703523886368012,3.115308277590746,0.086544811714157
AMAT,"Applied Materials, Inc.",Technology,-0.08167723820331256,0.18988168931662747,0.30580539401650425,-0.5652553871788364,0.4895859809824554,0.19421323480136524,-0.1412353930172262,-0.04217071381392467,0.685167959967817
APTV,Aptiv PLC,Consumer Cyclical,-0.4714892775413977,-0.49880942600323575,-0.6233410199056518,-0.20027014201308013,-0.9073369575663786,-0.9010558941345915,-1.0025075435695856,-0.44359443795670495,-0.11181253953008094
ACGL,Arch Capital Group Ltd.,Financial Services,-0.9304655595539987,0.41653952473835476,-0.35270236183568043,-0.7352428032243334,-0.872879589428333,-0.7486952203041063,-0.6053435081091246,-0.4536539251043231,0.1642285074953645
ADM,Archer-Daniels-Midland Company,Consumer Defensive,-0.07153386814813542,-0.8684360499217447,-0.7882164845217445,-0.4749528299383727,-1.1024023385383397,-1.0862891669350259,-1.0723769107143297,-0.3521478904778224,0.01261994440173468
AJG,Arthur J. Gallagher & Co.,Financial Services,0.6121851967316402,-0.11523462759723588,-0.6218143737342999,-0.3914631717641213,0.9830888473405144,1.1051664657918632,1.5669074926373685,-0.501105766699499,-0.4696839233754131
AIZ,"Assurant, Inc.",Financial Services,-0.6430414050515046,1.1331269890331999,-0.4745838310768362,-0.5411384690635773,0.3063924663437706,0.18259315330501125,0.4351587581623607,-0.5752207531099801,-0.8243205450553484
T,AT&T Inc.,Communication Services,-0.655288888680837,-0.9643297495232446,-0.5500275019587051,0.09385350707273783,-1.4603921940677826,-1.3521749790687076,-1.2966114497150942,1.7103320680300678,0.038046991472096635
ATO,Atmos Energy Corporation,Utilities,-0.2058681142415338,-0.00887979713011768,-0.637790680509284,-0.32273851779566154,0.0032255382720586417,-0.2061444414907829,-0.002734280367983104,-0.5440144963900307,-63.06239268181956
ADSK,"Autodesk, Inc.",Technology,1.6334131329548813,-0.43255559718765396,0.4678762570314428,-0.07360978571216244,1.260002542545144,0.9359108050489153,1.084347563999998,-0.49942169609491277,-0.11780671382713848
